1st Node,2nd Node,Common Friends,Total Friends,Jaccard coefficient,Internal Aggregation,Preferential attachment score,Resource Allocation,Hitting time,Sorensen Index,Hub Index,Salton Index,Overlap Coefficient,Neighborhood overlap,HubD Index,CosineL+,Local Path Index,Local Random Walk,Labels,DegreeofNodes,Subgraphdensity-1,Subgraphdensity-2,Closeness Centrality,PageRank,Clustering Coeffiecient,Weighted Average of DofN,Weisfeiler-Lehman (WL) kernel,EigenVector Centrality,Betweeness Centrality,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25_0,F26_1,F27_2,F28_3,F29_4,F30_5,F31_6,F32_7,F33_8,F34_9,F35_10,F36_11,DegreeofNodes.1,Subgraphdensity-1.1,Subgraphdensity-2.1,Closeness Centrality.1,PageRank.1,Clustering Coeffiecient.1,Weighted Average of DofN.1,Weisfeiler-Lehman (WL) kernel.1,EigenVector Centrality.1,Betweeness Centrality.1,F0.1,F1.1,F2.1,F3.1,F4.1,F5.1,F6.1,F7.1,F8.1,F9.1,F10.1,F11.1,F12.1,F13.1,F14.1,F15.1,F16.1,F17.1,F18.1,F19.1,F20.1,F21.1,F22.1,F23.1,F24.1,F25_0.1,F26_1.1,F27_2.1,F28_3.1,F29_4.1,F30_5.1,F31_6.1,F32_7.1,F33_8.1,F34_9.1,F35_10.1,F36_11.1
NewMexico,Idaho,37,67,0.5522388059701493,1.0,99,0.202020202020202,42,0.2,0.2222222222222222,3.7186399164590846,0.2222222222222222,5.181818181818182,0.2222222222222222,-0.1991638760036143,0.1111111111111111,0.2053600242042267,0,11,0.3529411764705882,0.2583732057416268,0.4028268551236749,0.0089042366184822,0.4181818181818181,10.818181818181818,54,0.1011902270150916,0.010663869449409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,1,3,4,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
TexasTech,Idaho,22,74,0.2972972972972973,1.0,108,0.2111111111111111,396,0.1904761904761904,0.2222222222222222,2.116950987028628,0.2222222222222222,5.166666666666666,0.2222222222222222,-0.252055982115796,0.1052631578947368,0.1966458508163212,0,12,0.3611111111111111,0.2754491017964072,0.3838383838383838,0.009710319906739,0.3636363636363636,10.333333333333334,46,0.1022724654014604,0.0106609820826135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,5,0,1,0,0,0,0,0,0,0,0,1,1,4,5,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
PennState,Idaho,26,87,0.2988505747126437,0.0,108,0.0,158,0.0,0.0,2.5018511664883785,0.0,7.0,0.0,0.0318922052526426,0.0,0.0654921039994479,0,12,0.3939393939393939,0.2571428571428571,0.4253731343283582,0.009618720616431,0.3181818181818182,10.916666666666666,63,0.1128557163575336,0.0196812843689588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,1,1,8,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
SouthernCalifornia,Idaho,27,78,0.3461538461538461,1.0,108,0.1818181818181818,50,0.1904761904761904,0.2222222222222222,2.598076211353316,0.2222222222222222,5.166666666666666,0.2222222222222222,-0.2168270998886687,0.1052631578947368,0.0985867469585461,0,12,0.3421052631578947,0.2455357142857142,0.4014084507042254,0.0095650197059223,0.3939393939393939,11.0,55,0.1207237501445401,0.0145630359790916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,10,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
ArizonaState,Idaho,26,62,0.4193548387096774,4.5,99,0.3838383838383838,369,0.4,0.4444444444444444,2.6130983196739512,0.4444444444444444,3.363636363636364,0.4444444444444444,0.1269924664992852,0.25,0.1155077069313182,0,11,0.3243243243243243,0.2695035460992908,0.360759493670886,0.0088653925256266,0.4727272727272727,10.818181818181818,38,0.107811459900023,0.0050086489316693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,1,1,8,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
SanDiegoState,Idaho,26,72,0.3611111111111111,0.0,99,0.0,69,0.0,0.0,2.6130983196739512,0.0,7.0,0.0,0.1093923844710706,0.0,0.180246023478625,0,11,0.3243243243243243,0.2891566265060241,0.397212543554007,0.0088634003009375,0.4727272727272727,10.909090909090908,48,0.1065318276172812,0.0118311508598504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,2,0,0,0,0,0,0,0,0,0,0,3,6,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Baylor,Idaho,19,74,0.2567567567567567,0.0,90,0.1,184,0.1052631578947368,0.1111111111111111,2.0027758514399734,0.1111111111111111,6.1,0.1111111111111111,-0.2611764711101245,0.0555555555555555,0.1698415551216893,0,10,0.3666666666666666,0.2866666666666667,0.3812709030100334,0.0081863612423532,0.4444444444444444,10.8,43,0.0902578822418964,0.0069079914855901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,3,6,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
NorthTexas,Idaho,33,70,0.4714285714285714,21.666666666666664,90,0.6242424242424243,12,0.4210526315789473,0.4444444444444444,3.478505426185217,0.4444444444444444,3.4000000000000004,0.4444444444444444,-0.1729319182315663,0.2666666666666666,0.3928371006591931,1,10,0.4583333333333333,0.2789473684210526,0.4028268551236749,0.0082859863767357,0.3111111111111111,10.2,53,0.0798679965955927,0.0114003485203915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,3,2,1,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
NorthernIllinois,Idaho,13,85,0.1529411764705882,0.0,90,0.0,404,0.0,0.0,1.3703203194062976,0.0,7.0,0.0,0.2543292993682621,0.0,0.479233838298523,0,10,0.44,0.2711864406779661,0.3904109589041096,0.0083273405790893,0.3333333333333333,10.3,48,0.0711145656803311,0.0101441337839872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Northwestern,Idaho,16,95,0.1684210526315789,0.0,99,0.0,67,0.0,0.0,1.6080605044147394,0.0,7.0,0.0,0.1308260182201384,0.0,0.3857583749052298,0,11,0.375,0.2629310344827586,0.4206642066420664,0.0088650874881537,0.3818181818181818,11.090909090909092,61,0.105994934407306,0.0172913634299546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,1,8,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
WesternMichigan,Idaho,8,83,0.0963855421686747,0.0,90,0.0,45,0.0,0.0,0.8432740427115678,0.0,7.0,0.0,0.047929348125902,0.0,0.2638752068254681,0,10,0.4074074074074074,0.2887323943661972,0.3851351351351351,0.0082817225214613,0.3777777777777777,10.5,41,0.0766308390065814,0.0070744478578155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,1,5,2,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Wisconsin,Idaho,24,88,0.2727272727272727,0.0,108,0.0909090909090909,121,0.0952380952380952,0.1111111111111111,2.309401076758503,0.1111111111111111,6.083333333333334,0.1111111111111111,0.1024316025064721,0.05,0.1832352280799841,0,12,0.3714285714285714,0.2572614107883817,0.4237918215613382,0.0095891651913136,0.3484848484848485,11.0,62,0.116302876375951,0.020895265847707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,10,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Wyoming,Idaho,30,83,0.3614457831325301,0.0,99,0.0,7,0.0,0.0,3.015113445777636,0.0,7.0,0.0,0.117472954579689,0.0,0.1844661968431554,0,11,0.3529411764705882,0.2739130434782608,0.4237918215613382,0.0088779679807957,0.4181818181818181,11.090909090909092,63,0.1037909894144991,0.0222134474275601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,3,0,0,0,0,0,0,0,0,0,0,2,6,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Auburn,Idaho,19,86,0.2209302325581395,0.0,99,0.0,123,0.0,0.0,1.9095718489925029,0.0,7.0,0.0,-0.1696161212922471,0.0,0.4222998832086325,0,11,0.4,0.2925531914893617,0.4115523465703971,0.0090202146684386,0.3454545454545454,10.545454545454543,55,0.0817893195580221,0.0166019966039093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Akron,Idaho,11,83,0.1325301204819277,0.0,99,0.0,98,0.0,0.0,1.1055415967851332,0.0,7.0,0.0,0.2501346759892113,0.0,0.132131289579533,0,11,0.3636363636363636,0.2993197278911564,0.38,0.0091040542725591,0.4,10.0,44,0.0751207974504492,0.0084929461160244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,1,1,0,4,5,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
VirginiaTech,Idaho,18,79,0.2278481012658227,0.0,99,0.0909090909090909,14,0.1,0.1111111111111111,1.8090680674665816,0.1111111111111111,6.090909090909092,0.1111111111111111,0.524961657447541,0.0526315789473684,0.4375,0,11,0.3428571428571428,0.2568306010928962,0.3904109589041096,0.0090087859462503,0.4363636363636363,10.454545454545457,47,0.0834849396213977,0.0097593127357717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,1,0,3,7,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Alabama,Idaho,21,80,0.2625,0.0,99,0.0,315,0.0,0.0,2.1105794120443453,0.0,7.0,0.0,-0.2671242396357972,0.0,0.1403292830891246,0,11,0.3870967741935484,0.3,0.4028268551236749,0.0090285686359967,0.3636363636363636,10.454545454545457,51,0.0812151067976742,0.023046321730608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,1,0,3,7,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
UCLA,Idaho,25,75,0.3333333333333333,1.0,99,0.1818181818181818,46,0.2,0.2222222222222222,2.51259453814803,0.2222222222222222,5.181818181818182,0.2222222222222222,0.000914384194485,0.1111111111111111,0.2203706386767633,0,11,0.3333333333333333,0.273224043715847,0.397212543554007,0.0088444365678369,0.4545454545454545,11.0,50,0.1099687692352205,0.0221268071764148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,9,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Arizona,Idaho,22,67,0.3283582089552239,4.0,99,0.2727272727272727,435,0.3,0.3333333333333333,2.2110831935702664,0.3333333333333333,4.272727272727273,0.3333333333333333,-0.1380832567261421,0.1764705882352941,0.2719918966379967,0,11,0.3076923076923077,0.2653061224489796,0.3677419354838709,0.0088427866916422,0.509090909090909,11.0,39,0.1103233904445162,0.0067325258040067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,9,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Utah,Idaho,28,65,0.4307692307692308,0.0,99,0.202020202020202,43,0.2,0.2222222222222222,2.814105882725794,0.2222222222222222,5.181818181818182,0.2222222222222222,0.5317268818263086,0.1111111111111111,0.4555555555555555,0,11,0.3333333333333333,0.2866666666666667,0.3851351351351351,0.0088819040702396,0.4545454545454545,10.818181818181818,43,0.1044816773382959,0.0075893356814986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,1,2,6,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
ArkansasState,Idaho,34,83,0.4096385542168674,21.666666666666664,90,0.6242424242424243,11,0.4210526315789473,0.4444444444444444,3.583914681524164,0.4444444444444444,3.4000000000000004,0.4444444444444444,-0.2212865349165323,0.2666666666666666,0.0881134221062801,1,10,0.55,0.2445255474452554,0.4237918215613382,0.0082630666496282,0.2222222222222222,10.3,67,0.080319304432045,0.0207002246315868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,6,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
NorthCarolinaState,Idaho,25,83,0.3012048192771084,0.0,99,0.1,152,0.1,0.1111111111111111,2.51259453814803,0.1111111111111111,6.090909090909092,0.1111111111111111,-0.28554518478746,0.0526315789473684,0.1818202630583513,0,11,0.3076923076923077,0.2735849056603773,0.4130434782608695,0.0089309219666031,0.509090909090909,10.818181818181818,58,0.0933786526476818,0.0177832724286933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
BallState,Idaho,14,88,0.1590909090909091,0.0,90,0.0,363,0.0,0.0,1.4757295747452437,0.0,7.0,0.0,-0.1468086512793039,0.0,0.294174202707276,0,10,0.44,0.2954545454545454,0.3986013986013986,0.0083350627778032,0.3333333333333333,10.3,52,0.07091526556639,0.0170033699866797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,5,0,1,0,0,0,0,0,0,0,1,0,1,2,5,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Florida,Idaho,13,83,0.1566265060240964,0.0,99,0.0,49,0.0,0.0,1.3065491598369756,0.0,7.0,0.0,0.5744674594299856,0.0,0.3973360405278436,0,11,0.3870967741935484,0.2787878787878788,0.3825503355704698,0.0090349412608151,0.3636363636363636,10.545454545454543,46,0.0795128290405786,0.0106602612652284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,1,0,0,0,0,0,0,0,0,0,1,4,5,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
BoiseState,Idaho,36,69,0.5217391304347826,25.714285714285715,81,0.7151515151515151,86,0.5555555555555556,0.5555555555555556,4.0,0.5555555555555556,2.555555555555556,0.5555555555555556,0.0160543081469229,0.3846153846153846,0.1454643413629281,1,9,0.4761904761904761,0.2894736842105263,0.4086021505376344,0.0075424991837986,0.3333333333333333,10.22222222222222,55,0.0701104990950927,0.0181720582735932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,2,3,4,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
BostonCollege,Idaho,20,78,0.2564102564102564,0.0,99,0.0909090909090909,108,0.1,0.1111111111111111,2.010075630518424,0.1111111111111111,6.090909090909092,0.1111111111111111,0.6556440191728798,0.0526315789473684,0.3718124716931683,0,11,0.3157894736842105,0.3116883116883117,0.4,0.0090010359480305,0.4909090909090909,10.454545454545457,48,0.0857643629140014,0.0090287168236836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,2,8,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
WestVirginia,Idaho,26,79,0.3291139240506329,1.0,99,0.202020202020202,23,0.0,0.0,2.6130983196739512,0.0,7.0,0.0,0.5856503663815584,0.0,0.1883497516080592,1,11,0.3243243243243243,0.275,0.4100719424460431,0.008971913877949,0.4727272727272727,10.636363636363637,55,0.087550288115478,0.0150866410563543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,8,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
BowlingGreenState,Idaho,13,79,0.1645569620253164,0.0,99,0.0,383,0.0,0.0,1.3065491598369756,0.0,7.0,0.0,-0.1066055277443419,0.0,0.1520039889736289,0,11,0.375,0.2641509433962264,0.3787375415282392,0.0090197312554837,0.3818181818181818,10.545454545454543,42,0.0825540928961503,0.0084175626700774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,3,7,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Michigan,Idaho,20,85,0.2352941176470588,0.0,99,0.0,212,0.0,0.0,2.010075630518424,0.0,7.0,0.0,-0.1692967293051951,0.0,0.2196488425534897,0,11,0.375,0.2582159624413145,0.4100719424460431,0.0088424040548349,0.3818181818181818,11.181818181818182,55,0.1092092904783885,0.0148768545600961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Virginia,Idaho,20,74,0.2702702702702703,0.0,90,0.0,45,0.0,0.0,2.10818510677892,0.0,7.0,0.0,-0.1263090532934012,0.0,0.309746642364595,0,10,0.282051282051282,0.3013698630136986,0.3877551020408163,0.008198805407427,0.6444444444444445,11.0,44,0.0833677733548414,0.0073542984820076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,2,6,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Buffalo,Idaho,13,79,0.1645569620253164,0.0,99,0.0,517,0.0,0.0,1.3065491598369756,0.0,7.0,0.0,0.0323686403959404,0.0,0.1836734693877551,0,11,0.375,0.2896551724137931,0.3762376237623762,0.0090813704544623,0.3818181818181818,10.090909090909092,42,0.0768172859616958,0.0080259249766283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,6,4,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
Syracuse,Idaho,21,81,0.2592592592592592,0.0,99,0.0909090909090909,263,0.1,0.1111111111111111,2.1105794120443453,0.1111111111111111,6.090909090909092,0.1111111111111111,-0.2036829094807639,0.0526315789473684,0.352093425414023,0,11,0.3428571428571428,0.2751322751322751,0.397212543554007,0.008960072035152,0.4363636363636363,10.909090909090908,52,0.0884598584243575,0.0154755519228233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,2,8,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
CentralFlorida,Idaho,21,86,0.2441860465116279,0.0,72,0.0,171,0.0,0.0,2.4748737341529163,0.0,7.0,0.0,0.1813452848881086,0.0,0.4239002108405021,0,8,0.75,0.2511013215859031,0.4014084507042254,0.0068429513351194,0.1428571428571428,10.375,57,0.0561442548280273,0.0132060247705726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,5,9,0.4347826086956521,0.3048780487804878,0.3986013986013986,0.0075127380673227,0.3888888888888889,10.333333333333334,50,0.0743422682912174,0.0143720270350049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5
